date,regime,fold,SPY,TLT,GLD,EEM,VNQ,LQD,BIL,QQQ
2019-05-31,Bull,Fold 2,0.34533679105765935,0.007761183782594177,0.2836285727636841,2.3472769301391903e-10,0.014593895524159732,0.0038885917454370635,9.71970663799824e-10,0.34479096391976716
2019-06-30,Bear,Fold 2,0.1788254256017309,0.014980592203494007,0.5999999999339921,3.539099352987966e-10,0.0033584176747456737,0.014629555749579023,0.011191380968047657,0.1770146275145007
2019-07-31,Bull,Fold 2,0.3450789294681884,0.0044903842122467645,0.29460977305086683,2.5407154914725657e-10,0.008580945278780927,0.0009106822356366041,3.5077321025697953e-10,0.3463292851494357
2019-08-31,Bull,Fold 2,0.33679238945696405,0.01387078043581558,0.30433427858061884,1.6629319788231962e-10,0.006521510663616239,0.003727988200623232,3.248942043230742e-10,0.3347530521711746
2019-09-30,Bear,Fold 2,0.17607198856750417,0.01878363841513913,0.5999999999693719,1.1096995112165594e-10,0.005537869096143429,0.014972400175656585,0.01102981170755428,0.17360429195766072
2019-10-31,Bear,Fold 2,0.17835718872625514,0.01709182017734287,0.599999999983831,3.2854932748286885e-10,0.00381579567722028,0.013576183955503147,0.0086856644766902,0.178473346674608
2019-11-30,Bear,Fold 2,0.17929825700615423,0.016254917077963747,0.5999999999578695,3.200764273793414e-10,0.002017526899642043,0.013608071570911486,0.00848552392704873,0.180335703240334
2019-12-31,Bear,Fold 2,0.18324235630916325,0.009991851038758713,0.5999999994618864,2.611081833494754e-05,0.003993102869168209,0.01135580629405522,0.006498276720633274,0.184892496488
2020-01-31,Bull,Fold 2,0.34958846625509493,0.0020945526184455387,0.2889212912814913,1.5026026420460639e-10,0.00029607911321190825,6.438182545108009e-10,1.313682561454605e-10,0.35909960980630956
2020-02-29,Bull,Fold 2,0.3392885355791974,0.01574418325710207,0.2926191309198831,2.830815092871572e-11,9.014906774142763e-11,0.0007739320212483001,2.9666197959651385e-11,0.35157421807444555
2020-03-31,Bull,Fold 2,0.3245342727248671,0.02990709732010773,0.3041850651190777,8.640223517250643e-11,9.838536139305734e-11,3.092893536256682e-09,4.705204253284236e-10,0.341373561087746
2020-04-30,Bull,Fold 2,0.32702378564353135,0.02348324249289903,0.30524456143536266,1.1693338286295866e-10,1.3928512902968572e-10,7.550241284189371e-10,2.9553889454369154e-10,0.3442484091214253
2020-05-31,Bull,Fold 2,0.3328978478194715,0.009950751859582031,0.30209240487433253,3.7758771833125936e-11,3.258649825721099e-11,1.1025873706592006e-10,5.460242492865964e-11,0.35505899521140744
2020-06-30,Bull,Fold 2,0.3308796262326458,0.011494136582427046,0.30030739921956223,6.480673050752273e-11,5.839091193527055e-11,1.4513798249504334e-10,1.0472541495286185e-10,0.35731883759230376
2020-07-31,Bull,Fold 2,0.33173118230226084,0.007923191621637116,0.3012140799012015,5.819772059890124e-11,2.7255636688987133e-11,8.467449855994547e-11,4.152919749541303e-11,0.3591315459632434
2020-08-31,Bear,Fold 2,0.17121706168360978,0.021538032269763602,0.5999999998827455,2.291458955730255e-10,1.122377849918064e-10,0.01148244118337602,0.014878938820092068,0.1808835258190293
2020-09-30,Bull,Fold 2,0.3374088759391175,8.27797200969062e-11,0.2946049390256692,2.3195503235323007e-11,6.676660800916768e-12,2.0069162273154344e-11,1.3590271819716821e-11,0.367986184888902
2020-10-31,Bull,Fold 2,0.3368066323494558,0.0009679097988460935,0.2978006568562995,4.044519200092742e-10,8.202800897276412e-11,4.381397648382444e-10,2.5095028666041683e-10,0.36442479981982884
2020-11-30,Bull,Fold 2,0.3407958245505876,4.230886675108414e-09,0.2910601669732014,3.201427675250861e-10,2.5033448561207065e-11,1.0717390600657093e-10,4.5061816209140015e-11,0.36814400374791234
2020-12-31,Bear,Fold 2,0.16895225615034623,0.02552412478908551,0.599999999958917,6.443016136765375e-11,3.400403284417236e-11,0.013917532473920198,0.01640623089369666,0.17519985563560025
2021-01-31,Bull,Fold 3,0.33983043388054607,7.575788539261698e-11,0.2877298456305641,0.0069631275639226485,3.4265935428105e-11,6.994644117680303e-11,5.59509829208375e-11,0.365476592689046
2021-02-28,Bull,Fold 3,0.3502757855962299,2.9557749011619243e-11,0.2698957208973771,0.009675306272426869,3.335848210250821e-11,4.1231554959446607e-11,3.511347145323219e-11,0.3701531870947049
2021-03-31,Bear,Fold 3,0.1854847352861014,0.0010423760865436414,0.5999999997911106,0.0077409103077990295,0.0029813406601654573,0.009407915417505781,0.008924453792084943,0.18441826865868904
2021-04-30,Bear,Fold 3,0.18521162542176722,0.0008243982752338366,0.5999999995760669,0.007548670874002135,0.005247829339945424,0.008637503960776147,0.008850895454003364,0.18367907709820508
2021-05-31,Bear,Fold 3,0.18450723221539586,0.002303905387180531,0.5999999998459109,0.007659699709045262,0.005801752283303521,0.008713416087219945,0.009641007708442433,0.18137298676350155
2021-06-30,Bear,Fold 3,0.1850187358954815,0.003409761404926342,0.599999998484503,0.005623879673739931,0.00619924785068375,0.008639588518944823,0.00930158983947001,0.18180719833225062
2021-07-31,Bear,Fold 3,0.1853873250054647,0.004279812099752946,0.599397443322993,0.0010234602139042313,0.007846033001627752,0.009228968547646566,0.010455467956056265,0.1823814898525546
2021-08-31,Bear,Fold 3,0.18377371187319266,0.006346134396706521,0.5999999937232231,0.0010236632704135544,0.008721120795970056,0.009735624556466616,0.010423493418279278,0.17997625796574826
2021-09-30,Bull,Fold 3,0.360581513866936,6.887953953925768e-11,0.25922630465522517,0.0013128588048128772,0.019456778801396808,1.3619593855823524e-10,1.2787396380460092e-10,0.3594225435386798
2021-10-31,Bear,Fold 3,0.1865133620807377,0.0038254945637229264,0.5999999869130519,8.69363707764291e-10,0.010600492888734981,0.007233687133941257,0.00799515882836042,0.18383181672208695
2021-11-30,Bull,Fold 3,0.356910628287535,1.6499072212674385e-10,0.26627245608659683,2.9825386440729545e-10,0.016103264365468505,1.8715533311391747e-10,2.10265994711389e-10,0.3607136503997337
2021-12-31,Bear,Fold 3,0.18426119685962739,0.006503409127588704,0.5999999997390247,1.4970181194200256e-10,0.01011203392193694,0.0075767165173419694,0.009659012268205903,0.18188763141657255
2022-01-31,Bull,Fold 3,0.3591781137044161,9.259992618875401e-11,0.2717025895035518,8.403348477554977e-11,0.01919122162793058,9.882366986852424e-11,1.2767943600586807e-10,0.3499280747609651
2022-02-28,Bull,Fold 3,0.35210425931268785,1.2487104446789452e-10,0.2893325071478412,5.589114660321801e-11,0.013858974133923514,9.055619677722791e-11,1.1889853803785134e-10,0.3447042590153305
2022-03-31,Bull,Fold 3,0.35102745532036284,7.255148045263773e-12,0.2893325067094505,3.736268250700818e-12,0.011734950060776876,5.672143516809065e-12,8.978635921178137e-12,0.34790508788376745
2022-04-30,Bull,Fold 3,0.34874567823875224,1.656629642938641e-11,0.29834481819015396,1.0257103379894867e-11,0.013448390806326246,1.6691892376508962e-11,0.00044433641576510847,0.3390167763054872
2022-05-31,Bull,Fold 3,0.3523954068526518,1.8283929357507608e-10,0.29043732261188704,1.0690344527005223e-10,0.008944500492369015,2.4466609818117603e-10,0.005356844148379308,0.34286592536030397
2022-06-30,Bull,Fold 3,0.3462015250842772,3.223650831948042e-10,0.304718082370509,1.9518120458153508e-10,0.005445377171905787,4.302111201482754e-10,0.01309890735581452,0.3305361070697361
2022-07-31,Bull,Fold 3,0.3501458578954357,1.0593769939579448e-10,0.29461830749319307,1.0436575623797382e-10,0.00719886466068967,2.0052920720607198e-10,0.010461229392996837,0.3375757401468521
2022-08-31,Bull,Fold 3,0.34848310207325756,7.849555741612396e-11,0.2982140537297346,9.61076066834999e-11,0.00325906583987144,1.59400447057617e-10,0.017021945490279574,0.33302183253285333
2022-09-30,Bull,Fold 3,0.3460618915359846,4.894849912031765e-11,0.3025311368981572,4.83422024024731e-11,2.470481381954867e-10,9.175480931128736e-11,0.021298395915732383,0.3301085752140321
2022-10-31,Bull,Fold 3,0.3487291595088884,3.02665039532582e-11,0.3005808038707942,4.0489153023661885e-11,1.4624393684388842e-10,9.587422271733659e-11,0.023573550397874923,0.32711648590956866
2022-11-30,Bull,Fold 3,0.3504936611933643,8.515098726835647e-11,0.30556785135307973,4.2104489533462213e-10,2.6649172225846395e-09,2.9785346450511055e-10,0.018728596636210428,0.32520988734837886
2023-01-31,Bull,Fold 4,0.347155415501657,1.7899403710392802e-10,0.3077456370161683,3.01618145363637e-09,3.4466380440244433e-09,7.400573013843354e-10,0.012487947428981157,0.33261099267132266
2023-02-28,Bull,Fold 4,0.34844306610024856,2.3846113462333376e-10,0.2975732262912883,5.45456910113893e-10,9.20117421968247e-10,1.9700511621469068e-09,0.016085884395805362,0.3378978195385711
2023-03-31,Bull,Fold 4,0.344455455673976,1.4094334161097922e-10,0.30120233222837783,5.971028133645144e-10,1.0775030187363632e-10,0.0011307649081993452,0.014081762700854582,0.3391296836427957
2023-04-30,Bull,Fold 4,0.34874424245718616,3.053464331070936e-10,0.29635424759649875,3.4162533112417835e-09,1.446340121129382e-10,0.000755644882509846,0.005168686977952863,0.3489771742196187
2023-05-31,Bull,Fold 4,0.3468984699511903,2.3917082195433542e-11,0.29302036498673817,5.050220283903473e-11,1.6997508495915475e-11,5.923237378794054e-11,0.0016282622813754589,0.3584529026300469
2023-06-30,Bull,Fold 4,0.3536596852111265,5.396348986270524e-11,0.2810061299520108,1.0694835797973146e-10,7.304158364338119e-11,9.647505066466675e-11,1.156416740409315e-10,0.36533418439079257
2023-07-31,Bull,Fold 4,0.35077845288414594,4.348108611386306e-11,0.28877895223855926,3.785279087684539e-10,5.825943285062036e-11,7.777405573619659e-11,1.2916555212712683e-10,0.3604425941900868
2023-08-31,Bull,Fold 4,0.3502238347523457,3.152001183254061e-11,0.2887641889774897,1.2647063111218336e-10,4.773053179967877e-11,7.120106101464554e-11,1.2495451733630737e-10,0.36101197586828804
2023-09-30,Bull,Fold 4,0.35141676953564815,1.2201739669156926e-11,0.28616813639146416,9.482644495531707e-11,2.2456031649335917e-11,2.6584132342739037e-11,3.128387512802212e-11,0.36241509388553556
2023-10-31,Bull,Fold 4,0.34346144886340585,1.2920889801789973e-10,0.29635236433975504,1.693565237711842e-09,1.7240876898638048e-10,2.607919485675758e-10,3.4634559977079093e-10,0.3601861841945187
2023-11-30,Bull,Fold 4,0.3463448070052556,1.839613427946746e-11,0.28625691098526046,4.513127838823107e-11,3.0413700219224096e-11,3.3169817221364484e-11,3.5984622330006646e-11,0.3673982818463884
2023-12-31,Bull,Fold 4,0.34916414623842756,1.748319663034164e-11,0.2755819985799679,3.07730275200705e-11,4.0603819457753216e-11,2.497463034844927e-11,2.0018168475689606e-11,0.37525385504775177
2024-01-31,Bull,Fold 4,0.35230676887961404,7.925216407958466e-11,0.27475791023936996,1.0300076578571011e-10,1.2654879233124532e-10,1.5537331596790845e-10,1.7132025924013708e-10,0.3729353202455208
2024-02-29,Bull,Fold 4,0.3535156132167629,1.1822566481042054e-11,0.2749528148461911,3.077003980276268e-11,2.384472645700224e-11,2.1108019377505236e-11,2.0510532168621778e-11,0.3715315718289901
2024-03-31,Bull,Fold 4,0.3572263571270107,4.045554397954758e-11,0.27553351400217974,1.17107465970856e-10,2.332523921690207e-10,7.392261132496782e-11,7.549162579627393e-11,0.36724012833058006
2024-04-30,Bull,Fold 4,0.3528063153578495,3.445784729705674e-11,0.2849511289794498,1.4739705593408284e-10,8.414381184656674e-11,6.869551072465271e-11,9.837439372743667e-11,0.3622425552296321
2024-05-31,Bull,Fold 4,0.35584660609783964,4.5715393211355543e-11,0.28621290653290593,2.2660560087537518e-10,1.5081713600958602e-10,8.668467626719106e-11,9.744591033014767e-11,0.35794048676198575
2024-06-30,Bull,Fold 4,0.3533531031099604,4.444167289586414e-11,0.2882673488422779,2.0856620283482043e-10,1.3234382093630214e-10,8.263590867461731e-11,9.559929850693465e-11,0.3583795474841749
2024-07-31,Bull,Fold 4,0.3521268069093585,5.1546195874555004e-11,0.2945638762231959,1.0055485627127272e-10,2.031721176808522e-10,8.30773110239591e-11,8.058194694073827e-11,0.3533093163485132
2024-08-31,Bull,Fold 4,0.352379549046554,1.1115783981872107e-10,0.2945638706550752,2.84538148727677e-10,0.0004123374596402452,1.6089348140417752e-10,1.2224791088280635e-10,0.3526442421598931
2024-09-30,Bear,Fold 4,0.18326089085885613,0.010162776787270743,0.599999999980889,7.315696330628803e-06,0.004449051370676813,0.010933344793217198,0.008913071912770194,0.18227354859998932
2024-10-31,Bull,Fold 4,0.3515910821439627,2.839045602871598e-11,0.2921573623062196,9.218709800432353e-11,0.004283832653084756,2.7989823652597636e-11,1.720899177578897e-11,0.3519677227309565
2024-11-30,Bear,Fold 4,0.18454275074902493,0.008904701932875495,0.5999999999670492,2.2538339145808725e-10,0.003855236998672447,0.010139450906697043,0.010574283342079608,0.18198357587821787
2024-12-31,Bear,Fold 4,0.18472684597187045,0.007050455350931678,0.5999999996810865,5.0145811414612364e-09,2.9257412088265086e-08,0.010953746835330009,0.014168904436024862,0.1831000134527631
2025-01-31,Bear,Fold 5,0.18377351901508485,0.007823758619062132,0.5999999999669255,0.0006015762931168953,0.001720902270853799,0.010919857081278702,0.013541015385393046,0.18161937136828493
2025-02-28,Bear,Fold 5,0.1814272688093322,0.011105786749943352,0.5999999999232627,9.2273396618146e-10,0.0035181878566189284,0.012252007931160228,0.013060067514993756,0.1786366802919549
2025-03-31,Bull,Fold 5,0.3427232429175806,9.693799814395474e-11,0.3172920558535666,2.2702975144604492e-09,0.0005715615650549549,1.2630865481260777e-10,1.3583723017308683e-10,0.33941313703441645
2025-04-30,Bull,Fold 5,0.3420062453039587,7.71186528904192e-11,0.3135836942359185,2.0047315880030707e-10,0.0029354223876081474,9.291318685609948e-11,7.238837710754696e-11,0.3414746376296214
2025-05-31,Bull,Fold 5,0.3431361704825453,1.0830120470414786e-10,0.31171592021092215,2.1451380100419518e-10,0.0017957234046534643,1.4978906013429756e-10,1.437059197695565e-10,0.343352185285569
2025-06-30,Bear,Fold 5,0.17860630474763006,0.01181388309198274,0.5999999999795275,0.0007619022918103926,0.002413366644271109,0.014376512703333476,0.015489374135168932,0.1765386564062759
2025-07-31,Bear,Fold 5,0.17963628914927673,0.01101421388194678,0.5999999999293472,0.0013636365668994925,6.399330078918797e-10,0.013571445808529517,0.015175818550548111,0.17923859547351914
2025-08-31,Bear,Fold 5,0.18029335595347887,0.009101136738768608,0.5999999998983407,0.002346582085095749,1.3448693204540916e-09,0.013009590880228536,0.015351056395335697,0.17989827670388256
2025-09-30,Bear,Fold 5,0.18051569671388637,0.009330079460661698,0.5999999999396314,0.0021884169123295664,5.051695962263447e-10,0.012515079074565888,0.014613965159964956,0.18083676223379058
2025-10-31,Bear,Fold 5,0.1794854834170467,0.011327468072591098,0.5999999999703669,0.0028726781608271364,1.1038408112152235e-10,0.0124402770387161,0.013327016258062385,0.1805470769720056
2025-11-30,Bear,Fold 5,0.17842080237796332,0.011538157185912659,0.5999999999732797,0.004209295562134201,1.1253678678753166e-10,0.01297054864892265,0.013649687627530858,0.17921150851171977
2025-12-31,Bear,Fold 5,0.17839581749964786,0.012536552599400062,0.59999999999295,0.0050144168271930465,8.839077256240069e-11,0.013293353610461358,0.013158698567930756,0.17760116081402616
2026-01-31,Bear,Fold 5,0.17830235011096263,0.011708116360136916,0.5999999999277901,0.006680346028788429,1.1885810191509777e-09,0.012803131345674078,0.012797387555316784,0.17770866748275
2026-02-28,Bear,Fold 5,0.1784184999366115,0.011930293510540013,0.5999999997423371,0.006673579837847211,9.179325932151578e-09,0.012730789821381405,0.012875719130008092,0.17737110884194873
2026-03-31,Bull,Fold 5,0.3386506435893831,3.058882845608668e-11,0.3097022930903099,0.008074784625876888,4.1251287678776365e-11,3.8703700736026294e-11,3.720661808249595e-11,0.34357227854667965
2026-04-30,Bear,Fold 5,0.18355631255709523,0.00675449750983183,0.5999999904545206,0.005306892619947471,0.0007409527013191699,0.0089188554030437,0.009616727288483208,0.18510577146575885
